Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Discount Used Binary,Promo Dependency,Frequency Score,Purchase Amount Normalized,Previous Purchases Normalized,Frequency Normalized,Customer Value Score,Satisfaction Score,Subscription Status Binary,Behavioral Loyalty Score,Attitudinal Loyalty Score,Loyalty Score,Value Tier,Satisfaction Flag
32,33,Male,Dress,Clothing,79,West Virginia,L,Brown,Winter,4.7,Yes,Store Pickup,Yes,Yes,45,Venmo,Monthly,1,0.021739130434782608,3,0.7375,0.8979591836734693,0.4000000000000001,0.6168877551020409,0.9400000000000001,1,0.6034771517302574,1.04,0.6034771517302574,Medium,1
33,36,Male,Jacket,Outerwear,67,Kansas,M,Silver,Summer,4.9,Yes,Free Shipping,Yes,Yes,37,Venmo,Annually,1,0.02631578947368421,1,0.5875,0.7346938775510203,0.0,0.3379081632653061,0.9800000000000001,1,0.329015843179377,1.08,0.329015843179377,Low,1
34,54,Male,Pants,Clothing,38,Colorado,L,Green,Summer,3.3,Yes,Store Pickup,Yes,Yes,45,Cash,Quarterly,1,0.021739130434782608,2,0.22500000000000003,0.8979591836734693,0.2,0.41438775510204073,0.6599999999999999,1,0.4053793256433007,0.7599999999999999,0.4053793256433007,Low,0
35,36,Male,T-shirt,Clothing,91,North Dakota,L,Violet,Spring,4.6,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Quarterly,1,0.02564102564102564,2,0.8875,0.7551020408163265,0.2,0.5040306122448979,0.9199999999999999,1,0.4911067503924646,1.02,0.4911067503924646,Medium,1
36,54,Male,Blouse,Clothing,33,Massachusetts,M,Cyan,Summer,4.0,Yes,2-Day Shipping,Yes,Yes,48,Credit Card,Bi-Weekly,1,0.02040816326530612,6,0.16250000000000003,0.9591836734693877,1.0000000000000002,0.8202551020408164,0.8,1,0.803515201999167,0.9,0.803515201999167,High,1
37,35,Male,T-shirt,Clothing,69,Illinois,M,Maroon,Winter,4.6,Yes,Free Shipping,Yes,Yes,44,PayPal,Fortnightly,1,0.022222222222222223,4,0.6125,0.8775510204081631,0.6000000000000001,0.6857653061224489,0.9199999999999999,1,0.6705260770975056,1.02,0.6705260770975056,Medium,1
38,35,Male,Jeans,Clothing,45,Indiana,S,Cyan,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,PayPal,Weekly,1,0.09090909090909091,5,0.3125,0.18367346938775508,0.8,0.5176020408163265,0.5599999999999999,1,0.4705473098330241,0.6599999999999999,0.4705473098330241,Medium,0
39,29,Male,Dress,Clothing,37,Florida,M,Red,Winter,3.750064716541548,Yes,2-Day Shipping,Yes,Yes,44,Venmo,Every 3 Months,1,0.022222222222222223,2,0.21250000000000002,0.8775510204081631,0.2,0.4057653061224489,0.7500129433083096,1,0.39674829931972777,0.8500129433083096,0.39674829931972777,Low,0
40,70,Male,Pants,Clothing,60,Arizona,S,Turquoise,Summer,4.2,Yes,Express,Yes,Yes,18,Credit Card,Monthly,1,0.05263157894736842,3,0.5,0.346938775510204,0.4000000000000001,0.4040816326530613,0.8400000000000001,1,0.3828141783029002,0.9400000000000001,0.3828141783029002,Low,1
41,69,Male,Handbag,Accessories,76,Louisiana,L,Beige,Winter,4.6,Yes,Next Day Air,Yes,Yes,31,Debit Card,Quarterly,1,0.03125,2,0.7000000000000001,0.6122448979591836,0.2,0.4236734693877551,0.9199999999999999,1,0.41043367346938775,1.02,0.41043367346938775,Low,1
42,67,Male,Scarf,Accessories,39,Alaska,M,Orange,Spring,4.5,Yes,Standard,Yes,Yes,40,Venmo,Annually,1,0.024390243902439025,1,0.23750000000000004,0.7959183673469387,0.0,0.2862755102040816,0.9,1,0.2792931806869089,1.0,0.2792931806869089,Low,1
43,20,Male,Coat,Outerwear,100,Tennessee,M,Beige,Spring,4.1,Yes,Free Shipping,Yes,Yes,15,PayPal,Annually,1,0.0625,1,1.0,0.28571428571428564,0.0,0.2857142857142857,0.82,1,0.26785714285714285,0.9199999999999999,0.26785714285714285,Low,1
44,25,Male,Scarf,Accessories,69,Ohio,L,Lavender,Fall,3.7,Yes,Store Pickup,Yes,Yes,19,PayPal,Fortnightly,1,0.05,4,0.6125,0.36734693877551017,0.6000000000000001,0.5327040816326531,0.74,1,0.5060688775510205,0.84,0.5060688775510205,Medium,0
45,39,Male,Hat,Accessories,53,Kentucky,S,Silver,Summer,4.6,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,1,0.021739130434782608,5,0.4125000000000001,0.8979591836734693,0.8,0.7518877551020409,0.9199999999999999,1,0.7355423691215617,1.02,0.7355423691215617,Medium,1
46,50,Male,Socks,Clothing,21,Tennessee,XL,Indigo,Fall,2.9,Yes,2-Day Shipping,Yes,Yes,25,PayPal,Annually,1,0.038461538461538464,1,0.012500000000000011,0.4897959183673469,0.0,0.14943877551020407,0.58,1,0.14369113029827316,0.6799999999999999,0.14369113029827316,Low,0
47,57,Male,Shirt,Clothing,43,California,L,White,Summer,2.9,Yes,Store Pickup,Yes,Yes,45,Cash,Quarterly,1,0.021739130434782608,2,0.2875,0.8979591836734693,0.2,0.4268877551020408,0.58,1,0.417607586512866,0.6799999999999999,0.417607586512866,Low,0
48,55,Male,Jewelry,Accessories,54,Montana,M,Charcoal,Winter,4.5,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly,1,0.02702702702702703,5,0.42500000000000004,0.7142857142857142,0.8,0.6992857142857143,0.9,1,0.6803861003861005,1.0,0.6803861003861005,Medium,1
49,42,Male,Shirt,Clothing,55,Nevada,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,38,Cash,Monthly,1,0.02564102564102564,3,0.4375,0.7551020408163265,0.4000000000000001,0.514030612244898,0.54,1,0.5008503401360545,0.64,0.5008503401360545,Medium,0
50,68,Male,Hoodie,Clothing,30,New Jersey,S,Indigo,Spring,4.6,Yes,Next Day Air,Yes,Yes,34,Debit Card,Bi-Weekly,1,0.02857142857142857,6,0.125,0.673469387755102,1.0000000000000002,0.7270408163265307,0.9199999999999999,1,0.7062682215743441,1.02,0.7062682215743441,Medium,1
51,49,Male,Blouse,Clothing,28,Maryland,M,Red,Spring,3.750064716541548,Yes,Store Pickup,Yes,Yes,39,Debit Card,Bi-Weekly,1,0.025,6,0.10000000000000003,0.7755102040816325,1.0000000000000002,0.7526530612244899,0.7500129433083096,1,0.7338367346938777,0.8500129433083096,0.7338367346938777,Medium,0
52,59,Male,Skirt,Clothing,59,Vermont,XL,Gray,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,7,Credit Card,Quarterly,1,0.125,2,0.48750000000000004,0.12244897959183673,0.2,0.23423469387755105,0.9400000000000001,1,0.20495535714285718,1.04,0.20495535714285718,Low,1
53,42,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Yes,Free Shipping,Yes,Yes,26,Credit Card,Weekly,1,0.037037037037037035,5,0.0,0.510204081632653,0.8,0.5530612244897959,0.52,1,0.5325774754346183,0.62,0.5325774754346183,Medium,0
54,29,Male,Skirt,Clothing,24,Mississippi,S,Peach,Winter,3.9,Yes,Next Day Air,Yes,Yes,35,Credit Card,Weekly,1,0.027777777777777776,5,0.050000000000000044,0.693877551020408,0.8,0.6181632653061224,0.78,1,0.6009920634920635,0.88,0.6009920634920635,Medium,0
55,47,Male,Coat,Outerwear,94,New Mexico,M,Brown,Summer,4.2,Yes,Next Day Air,Yes,Yes,35,Debit Card,Bi-Weekly,1,0.027777777777777776,6,0.925,0.693877551020408,1.0000000000000002,0.8931632653061226,0.8400000000000001,1,0.8683531746031747,0.9400000000000001,0.8683531746031747,High,1
56,40,Male,Jacket,Outerwear,28,South Carolina,M,Lavender,Winter,3.0,Yes,2-Day Shipping,Yes,Yes,49,Credit Card,Annually,1,0.02,1,0.10000000000000003,0.9795918367346937,0.0,0.31387755102040815,0.6,1,0.3076,0.7,0.3076,Low,0
57,41,Male,Backpack,Accessories,73,Mississippi,XL,Brown,Summer,4.7,Yes,Store Pickup,Yes,Yes,46,Credit Card,Weekly,1,0.02127659574468085,5,0.6625000000000001,0.9183673469387754,0.8,0.8080102040816327,0.9400000000000001,1,0.7908184976118107,1.04,0.7908184976118107,High,1
58,21,Male,Coat,Outerwear,64,West Virginia,M,White,Summer,4.4,Yes,Store Pickup,Yes,Yes,17,Debit Card,Fortnightly,1,0.05555555555555555,4,0.55,0.32653061224489793,0.6000000000000001,0.5079591836734694,0.8800000000000001,1,0.47973922902494326,0.9800000000000001,0.47973922902494326,Medium,1
59,69,Male,Hoodie,Clothing,54,Missouri,M,Charcoal,Summer,4.2,Yes,Free Shipping,Yes,Yes,29,Venmo,Monthly,1,0.03333333333333333,3,0.42500000000000004,0.5714285714285714,0.4000000000000001,0.4564285714285715,0.8400000000000001,1,0.4412142857142858,0.9400000000000001,0.4412142857142858,Low,1
60,63,Male,Belt,Accessories,79,Louisiana,L,Yellow,Spring,4.6,Yes,Standard,Yes,Yes,4,Debit Card,Weekly,1,0.2,5,0.7375,0.061224489795918366,0.8,0.5658673469387756,0.9199999999999999,1,0.45269387755102053,1.02,0.45269387755102053,Medium,1
61,50,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4.0,Yes,Express,Yes,Yes,17,Cash,Weekly,1,0.05555555555555555,5,0.21250000000000002,0.32653061224489793,0.8,0.5404591836734693,0.8,1,0.5104336734693877,0.9,0.5104336734693877,Medium,1
62,55,Male,Scarf,Accessories,68,Texas,M,Orange,Winter,4.7,Yes,Store Pickup,Yes,Yes,21,Credit Card,Every 3 Months,1,0.045454545454545456,2,0.6000000000000001,0.4081632653061224,0.2,0.34244897959183673,0.9400000000000001,1,0.3268831168831169,1.04,0.3268831168831169,Low,1
63,30,Male,Sneakers,Footwear,21,Mississippi,S,Magenta,Spring,3.8,Yes,Free Shipping,Yes,Yes,31,Credit Card,Fortnightly,1,0.03125,4,0.012500000000000011,0.6122448979591836,0.6000000000000001,0.4861734693877551,0.76,1,0.47098054846938775,0.86,0.47098054846938775,Low,0
64,33,Male,Sunglasses,Accessories,79,Arizona,L,Lavender,Winter,2.7,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Weekly,1,0.022727272727272728,5,0.7375,0.8571428571428571,0.8,0.8046428571428572,0.54,1,0.7863555194805195,0.64,0.7863555194805195,High,0
65,65,Male,Boots,Footwear,83,Alabama,S,Green,Fall,4.8,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,1,0.05263157894736842,4,0.7875000000000001,0.346938775510204,0.6000000000000001,0.5615816326530613,0.96,1,0.5320247046186897,1.06,0.5320247046186897,Medium,1
66,65,Male,Backpack,Accessories,36,New Jersey,M,Purple,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,44,Venmo,Every 3 Months,1,0.022222222222222223,2,0.2,0.8775510204081631,0.2,0.40326530612244893,0.96,1,0.3943038548752834,1.06,0.3943038548752834,Low,1
67,31,Male,Blouse,Clothing,94,Pennsylvania,S,Magenta,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,3,Venmo,Every 3 Months,1,0.25,2,0.925,0.04081632653061225,0.2,0.29724489795918374,0.9400000000000001,1,0.2229336734693878,1.04,0.2229336734693878,Low,1
68,45,Male,Coat,Outerwear,33,Connecticut,L,Gray,Winter,4.4,Yes,Store Pickup,Yes,Yes,49,Debit Card,Monthly,1,0.02,3,0.16250000000000003,0.9795918367346937,0.4000000000000001,0.5263775510204082,0.8800000000000001,1,0.51585,0.9800000000000001,0.51585,Medium,1
69,57,Male,Handbag,Accessories,46,Utah,L,Silver,Summer,3.9,Yes,Next Day Air,Yes,Yes,21,Cash,Every 3 Months,1,0.045454545454545456,2,0.32500000000000007,0.4081632653061224,0.2,0.28744897959183674,0.78,1,0.2743831168831169,0.88,0.2743831168831169,Low,0
70,48,Male,Belt,Accessories,70,Tennessee,S,Cyan,Summer,4.4,Yes,Express,Yes,Yes,5,Cash,Weekly,1,0.16666666666666666,5,0.625,0.08163265306122448,0.8,0.5494897959183673,0.8800000000000001,1,0.45790816326530615,0.9800000000000001,0.45790816326530615,Medium,1
71,22,Male,Belt,Accessories,29,Alabama,M,Magenta,Fall,4.2,Yes,Express,Yes,Yes,32,Debit Card,Every 3 Months,1,0.030303030303030304,2,0.11250000000000004,0.6326530612244897,0.2,0.31229591836734694,0.8400000000000001,1,0.30283240568954856,0.9400000000000001,0.30283240568954856,Low,1
72,36,Male,Dress,Clothing,48,Virginia,L,Gold,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Annually,1,0.02857142857142857,1,0.3500000000000001,0.673469387755102,0.0,0.2720408163265306,0.58,1,0.264268221574344,0.6799999999999999,0.264268221574344,Low,0
73,18,Male,Dress,Clothing,26,Georgia,M,Olive,Winter,2.9,Yes,Store Pickup,Yes,Yes,21,Bank Transfer,Every 3 Months,1,0.045454545454545456,2,0.07500000000000001,0.4081632653061224,0.2,0.23744897959183672,0.58,1,0.22665584415584417,0.6799999999999999,0.22665584415584417,Low,0
74,48,Male,Pants,Clothing,85,Hawaii,M,Teal,Spring,2.7,Yes,Free Shipping,Yes,Yes,43,Bank Transfer,Bi-Weekly,1,0.022727272727272728,6,0.8125,0.8571428571428571,1.0000000000000002,0.9196428571428572,0.54,1,0.8987418831168832,0.64,0.8987418831168832,High,0
75,49,Male,Gloves,Accessories,58,Indiana,L,Violet,Spring,4.5,Yes,Express,Yes,Yes,3,Cash,Monthly,1,0.25,3,0.4750000000000001,0.04081632653061225,0.4000000000000001,0.30724489795918375,0.9,1,0.2304336734693878,1.0,0.2304336734693878,Low,1
76,64,Male,Scarf,Accessories,85,Utah,M,Blue,Summer,2.7,Yes,Free Shipping,Yes,Yes,21,Credit Card,Annually,1,0.045454545454545456,1,0.8125,0.4081632653061224,0.0,0.28494897959183674,0.54,1,0.27199675324675326,0.64,0.27199675324675326,Low,0
77,50,Male,Hat,Accessories,43,Delaware,S,Teal,Summer,4.2,Yes,Free Shipping,Yes,Yes,32,Venmo,Monthly,1,0.030303030303030304,3,0.2875,0.6326530612244897,0.4000000000000001,0.44729591836734695,0.8400000000000001,1,0.4337414965986395,0.9400000000000001,0.4337414965986395,Low,1
78,22,Male,Dress,Clothing,53,Delaware,L,Gold,Summer,3.3,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,1,0.02702702702702703,4,0.4125000000000001,0.7142857142857142,0.6000000000000001,0.5967857142857143,0.6599999999999999,1,0.5806563706563707,0.7599999999999999,0.5806563706563707,Medium,0
79,50,Male,Skirt,Clothing,91,Nebraska,M,Maroon,Spring,4.7,Yes,Free Shipping,Yes,Yes,50,Venmo,Fortnightly,1,0.0196078431372549,4,0.8875,1.0,0.6000000000000001,0.7775000000000001,0.9400000000000001,1,0.7622549019607844,1.04,0.7622549019607844,Medium,1
80,38,Male,Jacket,Outerwear,96,Iowa,M,Olive,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,43,Bank Transfer,Every 3 Months,1,0.022727272727272728,2,0.9500000000000002,0.8571428571428571,0.2,0.5471428571428572,0.52,1,0.5347077922077922,0.62,0.5347077922077922,Medium,0
81,19,Male,Sandals,Footwear,72,New York,XL,Blue,Summer,3.750064716541548,Yes,Store Pickup,Yes,Yes,24,Credit Card,Every 3 Months,1,0.04,2,0.65,0.4693877551020408,0.2,0.37081632653061225,0.7500129433083096,1,0.35598367346938775,0.8500129433083096,0.35598367346938775,Low,0
82,67,Male,Shoes,Footwear,96,Virginia,L,Maroon,Summer,2.6,Yes,Express,Yes,Yes,36,Credit Card,Every 3 Months,1,0.02702702702702703,2,0.9500000000000002,0.7142857142857142,0.2,0.5042857142857143,0.52,1,0.49065637065637074,0.62,0.49065637065637074,Medium,0
83,19,Male,Pants,Clothing,28,Georgia,S,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months,1,0.045454545454545456,2,0.10000000000000003,0.4081632653061224,0.2,0.24244897959183673,0.8,1,0.23142857142857143,0.9,0.23142857142857143,Low,1
84,36,Male,Dress,Clothing,40,Texas,M,Turquoise,Summer,4.1,Yes,Standard,Yes,Yes,34,Bank Transfer,Weekly,1,0.02857142857142857,5,0.25,0.673469387755102,0.8,0.6520408163265305,0.82,1,0.6334110787172011,0.9199999999999999,0.6334110787172011,Medium,1
85,52,Male,Coat,Outerwear,32,Arizona,S,Peach,Spring,4.4,Yes,Standard,Yes,Yes,42,Bank Transfer,Every 3 Months,1,0.023255813953488372,2,0.15000000000000002,0.836734693877551,0.2,0.3810204081632653,0.8800000000000001,1,0.3721594684385382,0.9800000000000001,0.3721594684385382,Low,1
86,53,Male,Sunglasses,Accessories,95,New Mexico,M,Charcoal,Winter,4.5,Yes,Next Day Air,Yes,Yes,2,Debit Card,Bi-Weekly,1,0.3333333333333333,6,0.9375,0.02040816326530612,1.0000000000000002,0.6936224489795919,0.9,1,0.46241496598639464,1.0,0.46241496598639464,Medium,1
87,24,Male,Hoodie,Clothing,41,Nevada,L,Pink,Spring,3.7,Yes,2-Day Shipping,Yes,Yes,47,Cash,Bi-Weekly,1,0.020833333333333332,6,0.26250000000000007,0.9387755102040816,1.0000000000000002,0.8341326530612246,0.74,1,0.8167548894557825,0.84,0.8167548894557825,High,0
88,52,Male,Shoes,Footwear,53,Ohio,M,Green,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,44,Debit Card,Fortnightly,1,0.022222222222222223,4,0.4125000000000001,0.8775510204081631,0.6000000000000001,0.645765306122449,0.74,1,0.6314149659863946,0.84,0.6314149659863946,Medium,0
89,33,Male,T-shirt,Clothing,47,Wyoming,M,Orange,Fall,3.5,Yes,Free Shipping,Yes,Yes,35,Credit Card,Monthly,1,0.027777777777777776,3,0.3375,0.693877551020408,0.4000000000000001,0.47566326530612246,0.7,1,0.46245039682539685,0.7999999999999999,0.46245039682539685,Low,0
90,47,Male,Jacket,Outerwear,83,California,XL,Pink,Fall,3.6,Yes,Next Day Air,Yes,Yes,15,Cash,Quarterly,1,0.0625,2,0.7875000000000001,0.28571428571428564,0.2,0.3432142857142857,0.72,1,0.32176339285714284,0.82,0.32176339285714284,Low,0
